Job Title,Role,Level,Company,Year Of Experiences,Location,Salary Range,Required Skills,Source Platform
Nhân Viên QC/ QC Staff (Đi Làm Ngay hoặc Sau Tết Âm Lịch),Nhân Viên QC/ QC Staff Đi Làm Ngay hoặc Sau Tết Âm Lịch,N/A,Công Ty TNHH Spica Elastic Việt Nam,1 năm kinh nghiệm,"Lô I2-01 & 02, KCN Quế Võ mở rộng, Xã Phượng Mao, Huyện Quế Võ, Bắc Ninh",12tr-15tr ₫/tháng,"Communication Skills, Computer Skills, Problem-solving, QMS Management, Quality Control",https://www.vietnamworks.com/nhan-vien-qc-qc-staff-di-lam-ngay-hoac-sau-tet-am-lich-1853195-jv?source=searchResults&searchType=2&placement=1853345&sortBy=latest
Kỹ Sư Triển Khai Dự Án Công Nghệ Thông Tin (Chuyên Ngành Y Tế),Kỹ Sư Triển Khai Dự Án Công Nghệ Thông Tin Chuyên Ngành Y Tế,N/A,Công Ty Viphaco Và Imedco,3 năm kinh nghiệm,"372 Cao Thắng, P.12, Q.10, TP.HCM",15tr-25tr ₫/tháng,"SQL, IT, Công nghệ thông tin, Y Tế, Quản Trị Cơ Sở Dữ Liệu",https://www.vietnamworks.com/ky-su-trien-khai-du-an-cong-nghe-thong-tin-chuyen-nganh-y-te-1852422-jv?source=searchResults&searchType=2&placement=1852572&sortBy=latest
Software Development Engineer (Attractive Salary & Benefits),Software Development Engineer Attractive Salary & Benefits,N/A,HYUNDAI Kefico,3 năm kinh nghiệm,"Lô XN 01 - Khu công nghiệp Đại An - P Tứ Minh, TP Hải Dương, T Hải Dương",Thương lượng,"Automotive Embedded Systems, Python, C++, AUTOSAR, Application Engineering",https://www.vietnamworks.com/software-development-engineer-attractive-salary-benefits-1838362-jv?source=searchResults&searchType=2&placement=1838762&sortBy=latest
Business Analyst,Business Analyst,N/A,SAPP Academy,2 năm kinh nghiệm,"Số 54 Lê Thanh Nghị, quận Hai Bà Trưng, Hà Nội",12tr-22tr ₫/tháng,"Business Analysis, Communication Skills, CRM Development, Data Modeling, UML Design",https://www.vietnamworks.com/business-analyst-1855812-jv?source=searchResults&searchType=2&placement=1855812&sortBy=latest
Junior Business Analyst,Junior Business Analyst,Junior,"Vinataba-Philip Morris Limited, HCMC Branch",1 năm kinh nghiệm,"11th Floor, The Metropolitan, 273 Dong Khoi Street, D1, HCMC",Thương lượng,"Analytical Thinking, Data Analysis, Microsoft Excel, Power BI, SQL",https://www.vietnamworks.com/junior-business-analyst-1847308-jv?source=searchResults&searchType=2&placement=1847808&sortBy=latest
Senior Product Manager,Senior Product Manager,Senior,Công Ty Cổ Phần Công Nghệ Sinh Học Kim Hòa Phát,2 năm kinh nghiệm,"381 Đội Cấn, Ba Đình, Hà Nội",Thương lượng,"Phân Tích Thị Trường, Nghiên Cứu Sản Phẩm, Kỹ năng giao tiêp, Kỹ Năng Quản Lý, Thuyết Trình",https://www.vietnamworks.com/senior-product-manager--1847854-jv?source=searchResults&searchType=2&placement=1848354&sortBy=latest
Embedded Software Developer,Embedded Software Developer,N/A,Bosch Global Software Technologies Company Limited,Không yêu cầu năm kinh nghiệm,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM",Thương lượng,"C/C++, Embedded Systems",https://www.vietnamworks.com/embedded-software-developer--1848989-jv?source=searchResults&searchType=2&placement=1849389&sortBy=latest
[Fresher] Data Engineer,Fresher Data Engineer,Fresher,Công Ty CP Giải Pháp Thanh Toán Việt Nam (VNPAY),1 năm kinh nghiệm,"Tầng 8, số 22, Phố Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",Thương lượng,"Agile, Hadoop, Java, Python, Scala",https://www.vietnamworks.com/fresher-data-engineer-1846970-jv?source=searchResults&searchType=2&placement=1847520&sortBy=latest
E-commerce Analytics & Tag Management Specialist,E-commerce Analytics & Tag Management Specialist,N/A,Concentrix,2 năm kinh nghiệm,"Quang Trung Software Park, District 12",12tr-40tr ₫/tháng,"Ecommerce Platforms, Digital Marketing, SEO, Task Management, Collaboration",https://www.vietnamworks.com/e-commerce-analytics-and-tag-management-specialist-1853629-jv?source=searchResults&searchType=2&placement=1853729&sortBy=latest
Chuyên Viên Phân Tích Nghiệp Vụ ERP - Business Analyst,Chuyên Viên Phân Tích Nghiệp Vụ ERP - Business Analyst,N/A,Tập Đoàn Karofi Holding,3 năm kinh nghiệm,Tầng 7 - Hudland Tower - Số 6 Nguyễn Hữu Thọ - Hoàng Liệt - Hoàng Mai - Hà Nội,18tr-25tr ₫/tháng,"BRD, BRD, CRM, ERP, HRM, SRS",https://www.vietnamworks.com/chuyen-vien-phan-tich-nghiep-vu-erp-business-analyst-1854490-jv?source=searchResults&searchType=2&placement=1854540&sortBy=latest
Network IT Engineer,Network IT Engineer,N/A,Công Ty TNHH Bluzen Vietnam,3 năm kinh nghiệm,"Số 62 Trương Công Giai, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",25tr-35tr ₫/tháng,"Information Technology, Network Engineering, Network, Cisco, Firewall",https://www.vietnamworks.com/network-it-engineer-1852053-jv?source=searchResults&searchType=2&placement=1852253&sortBy=latest
Technical Support Engineer (Dynamics 365 Products),Technical Support Engineer Dynamics 365 Products,N/A,Itechwx Company Limited,Không yêu cầu năm kinh nghiệm,"12th Floor, Opal Tower 92 Nguyen Huu Canh Street, Ward 22, Binh Thanh District, Ho Chi Minh city, Vietnam",22tr-28tr ₫/tháng,"English, IT Support, Helpdesk, Customer Support",https://www.vietnamworks.com/technical-support-engineer-dynamics-365-products-1839376-jv?source=searchResults&searchType=2&placement=1839676&sortBy=latest
System Administrator (Sysad) and Server Manager,System Administrator Sysad and Server Manager,N/A,MCGAAW,Không yêu cầu năm kinh nghiệm,"5th Floor, Unit 5.4&5.5, E-Town 1, 364 Cong Hoa Street, Tan Binh District, Ho Chi Minh City, VietNam.",Thương lượng,"System, DevOps, Network Management, Security Administration, Server Management, System, System, System",https://www.vietnamworks.com/system-administrator-sysad-and-server-manager-1853575-jv?source=searchResults&searchType=2&placement=1853675&sortBy=latest
Data Engineer - Khối Dữ Liệu (HOLT.02),Data Engineer - Khối Dữ Liệu HOLT.02,N/A,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,1 năm kinh nghiệm,"19th – MB Building,18 Le Van Luong Str., Cau Giay Dist. Hanoi, Vietnam",Thương lượng,"Data Engineer, Điện Tử Viễn Thông, Data Processing, Oracle, Unit Testing",https://www.vietnamworks.com/data-engineer-khoi-du-lieu-holt-02-1852046-jv?source=searchResults&searchType=2&placement=1852246&sortBy=latest
Fresher Developer,Fresher Developer,Fresher,Netcompany,Không yêu cầu năm kinh nghiệm,"Opal Tower Building, 92 Nguyen Huu Canh, Ward 22, Binh Thanh District, Ho Chi Minh city",Thương lượng,"Java, .NET, OOP, Data Modeling, Bug Tracking",https://www.vietnamworks.com/fresher-developer--1848800-jv?source=searchResults&searchType=2&placement=1849200&sortBy=latest
Japanese BrSE Cum Project Lead,Japanese BrSE Cum Project Lead,N/A,"ARIS Vietnam Co., Ltd",3 năm kinh nghiệm,"Tầng 9, Tòa nhà Waseco, Số 10 Phổ Quang, Phường 2, Q.Tân Bình, TP.HCM",Thương lượng,"C#, Giao Tiếp Tiếng Nhật Bản, Java Web",https://www.vietnamworks.com/japanese-brse-cum-project-lead-1841736-jv?source=searchResults&searchType=2&placement=1841886&sortBy=latest
SAP Functional Consultant (FICO),SAP Functional Consultant FICO,N/A,TIKI Company Limited,3 năm kinh nghiệm,"Tikitopia, 52 Đường Út Tịch, Phường 4, Tân Bình, Hồ Chí Minh, Việt Nam",Thương lượng,"Commerce, FICO, SAP FICO, SAP Implementation, SAP system, SAP system, SAP system, SAP system, SAP system, SAP system",https://www.vietnamworks.com/sap-functional-consultant-fico-1848758-jv?source=searchResults&searchType=2&placement=1849158&sortBy=latest
"Business Analyst & Compliance Manager (Relocating to Manila, Philippine)","Business Analyst & Compliance Manager Relocating to Manila, Philippine",N/A,Gamma Interactive Inc.,8 năm kinh nghiệm,"21st Floor Alphaland Makati Place, 7232 Ayala Avenue Makati City",Thương lượng,"Analytical Skills, Data Analytics, Fraud Prevention, KYC Process, Risk Management",https://www.vietnamworks.com/business-analyst-and-compliance-manager-relocating-to-manila-philippine-1854959-jv?source=searchResults&searchType=2&placement=1854959&sortBy=latest
Quality Analyst,Quality Analyst,N/A,Gear Inc.,Không yêu cầu năm kinh nghiệm,"Skylight Building, Building CT2, Ground Floor, First Floor, 125D Minh Khai, Hai Ba Trung, Hanoi",Thương lượng,"Data Analysis, Root Cause Analysis, Google Platform, BPO, Reporting",https://www.vietnamworks.com/quality-analyst-1847098-jv?source=searchResults&searchType=2&placement=1847598&sortBy=latest
Laravel-React Full Stack Mobile/Web Developer,Laravel-React Full Stack Mobile/Web Developer,N/A,Wonita International Inc,1 năm kinh nghiệm,,Từ 10.138tr ₫/tháng,"Laravel, PHP, Problem-solving, React, React Native",https://www.vietnamworks.com/laravel-react-full-stack-mobileweb-developer-1849276-jv?source=searchResults&searchType=2&placement=1849626&sortBy=latest
Data Entry Staff,Data Entry Staff,N/A,Sadesa,1 năm kinh nghiệm,"Phú Mỹ, Bà Rịa Vũng Tàu",Thương lượng,"Data Entry, ISO 9001, MS Office, Statistical Reporting",https://www.vietnamworks.com/data-entry-staff-1851206-jv?source=searchResults&searchType=2&placement=1851456&sortBy=latest
SAP GR Senior Consultant (AMS Project),SAP GR Senior Consultant AMS Project,Senior,Deloitte Consulting SEA,4 năm kinh nghiệm,"18th Floor, Times Square Building, 22-36 Nguyen Hue, District 1, HCMC, Vietnam",Thương lượng,"SAP S/4HANA, ERP System, Analytical Thinking, SAP ECC 6.0, Agile",https://www.vietnamworks.com/sap-gr-senior-consultant-ams-project-1848348-jv?source=searchResults&searchType=2&placement=1848798&sortBy=latest
Senior Automation Test Leader,Senior Automation Test Leader,Senior,Capgemini Vietnam,7 năm kinh nghiệm,"Centre Point, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh",Thương lượng,"Automation Testing, QA, QC, Software Testing, Web Automation Testing",https://www.vietnamworks.com/senior-automation-test-leader--1847311-jv?source=searchResults&searchType=2&placement=1847811&sortBy=latest
Automation Engineer,Automation Engineer,N/A,Công Ty TNHH LEGO Manufacturing Việt Nam,Không yêu cầu năm kinh nghiệm,,Thương lượng,"PLC, Automation, Lập Trình Rockwell, Manufacturing Engineering, Maintenance",https://www.vietnamworks.com/automation-engineer--1849936-jv?source=searchResults&searchType=2&placement=1850236&sortBy=latest
SAP S/4Hana Consultant,SAP S/4Hana Consultant,N/A,Chi Nhánh Công Ty TNHH KPMG,1 năm kinh nghiệm,"10Floor, 115 Nguyễn Huệ, Ho Chi Minh City, Ho Chi Minh, Vietnam",Thương lượng,"Business Process Management, Client Relationship, SAP, Time Management, Sap Module Development",https://www.vietnamworks.com/sap-s4hana-consultant-1850672-jv?source=searchResults&searchType=2&placement=1850922&sortBy=latest
"[ Hưng Yên ] - Trưởng nhóm Quản lý chất lượng nhà cung cấp - Nghỉ tất cả thứ 7, CN","Hưng Yên - Trưởng nhóm Quản lý chất lượng nhà cung cấp - Nghỉ tất cả thứ 7, CN",N/A,Mektec Manufacturing Corporation (Vietnam) Ltd.,3 năm kinh nghiệm,"Plot K-3&4, Thang Long Industrial Park II, Di Su Commune, My Hao District, Hung Yen Province, Vietnam.","$ 700-1,000 /tháng","8D method, ISO 9001, QC Report, QC Tools, Supplier Audit",https://www.vietnamworks.com/hung-yen-truong-nhom-quan-ly-chat-luong-nha-cung-cap-nghi-tat-ca-thu-7-cn-1852697-jv?source=searchResults&searchType=2&placement=1852847&sortBy=latest
Kỹ Sư IT,Kỹ Sư IT,N/A,Công Ty TNHH Dịch Vụ Sản Xuất Thiết Bị Aureole,2 năm kinh nghiệm,"Số 6A, Đường 17A, KCN Biên Hòa II, Biên Hòa, Đồng Nai",Thương lượng,"Quản Lý Cở Sở Dữ Liệu, Tiếng Nhật, UiPath, An Toàn Thông Tin, Backup",https://www.vietnamworks.com/ky-su-it--1850300-jv?source=searchResults&searchType=2&placement=1850600&sortBy=latest
Foxconn Tuyển Gấp Kỹ Sư Phát Triển Phần Mềm Hệ Thống,Foxconn Tuyển Gấp Kỹ Sư Phát Triển Phần Mềm Hệ Thống,N/A,Công Ty TNHH Công Nghệ Chính Xác Fuyu,Không yêu cầu năm kinh nghiệm,"Khu công nghiệp Quang Châu, Huyện Việt Yên, Bắc Giang","$ 500-1,000 /tháng","Lập Trình Backend, API, Systems Development, Database Development, English",https://www.vietnamworks.com/foxconn-tuyen-gap-ky-su-phat-trien-phan-mem-he-thong--1847558-jv?source=searchResults&searchType=2&placement=1848058&sortBy=latest
Business System Analyst,Business System Analyst,N/A,BIDV Metlife Life Insurance LLC,2 năm kinh nghiệm,"10th Floor, Tower A, Vincom City Towers,  191 Ba Trieu Street, Le Dai Hanh Ward, Hai Ba Trung District, Hanoi, Vietnam",Thương lượng,"Information Analysis, Business Administration, Computer Science, Customer Service, System Testing",https://www.vietnamworks.com/business-system-analyst--1845426-jv?source=searchResults&searchType=2&placement=1845476&sortBy=latest
LUXSHARE ICT TUYỂN GẤP KỸ SƯ TE,LUXSHARE ICT TUYỂN GẤP KỸ SƯ TE,N/A,CÔNG TY TNHH LUXSHARE - ICT (VÂN TRUNG),3 năm kinh nghiệm,"Khu công nghiệp Vân Trung, Xã Vân Trung, Huyện Việt Yên, Bắc Giang","$ 500-2,000 /tháng","Công Nghệ Thông Tin, Kinh nghiệm làm việc, Tiếng Anh, Tiếng Trung, Điện Tử",https://www.vietnamworks.com/luxshare-ict-tuyen-gap-ky-su-te-1855738-jv?source=searchResults&searchType=2&placement=1855738&sortBy=latest
Chuyên Viên Thiết Kế UI/UX (Có Thể Nhận Việc Sau Tết),Chuyên Viên Thiết Kế UI/UX Có Thể Nhận Việc Sau Tết,N/A,Công Ty Chứng Khoán Yuanta Việt Nam,5 năm kinh nghiệm,"Tầng 4, Tòa Nhà Saigon Centre, 65 Lê Lợi, Quận 1, TP. HCM","$ 500-1,500 /tháng","Thiết Kế UI-UX, Figma, Sketching, Adobe XD, UX Design",https://www.vietnamworks.com/chuyen-vien-thiet-ke-uiux-co-the-nhan-viec-sau-tet-1851107-jv?source=searchResults&searchType=2&placement=1851357&sortBy=latest
HR Data Analytics Manager,HR Data Analytics Manager,N/A,Prudential Vietnam Assurance,2 năm kinh nghiệm,"8 Đường Hoàng Văn Thái, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Thương lượng,"Analytical Thinking, Data Analysis, Excellent communication, HRIS System, Stakeholder Management",https://www.vietnamworks.com/hr-data-analytics-manager-1838445-jv?source=searchResults&searchType=2&placement=1838745&sortBy=latest
Excellent Management Trainee,Excellent Management Trainee,N/A,Công Ty TNHH Công Nghệ Huawei Việt Nam,Không yêu cầu năm kinh nghiệm,"33F, Keangnam Landmark, Pham Hung, Nam Tu Liem, Hanoi",Thương lượng,"Electrical Engineering, English, Power System Planning, Computer Science, Software Engineering",https://www.vietnamworks.com/excellent-management-trainee-1853995-jv?source=searchResults&searchType=2&placement=1854095&sortBy=latest
Digitalization Executive (Administrative),Digitalization Executive Administrative,N/A,Kinderworld International Group (Singapore International School),Không yêu cầu năm kinh nghiệm,Hà Nội,Thương lượng,"ERP, English, HR Digitalization, Communication, HR Administration",https://www.vietnamworks.com/digitalization-executive-administrative--1850104-jv?source=searchResults&searchType=2&placement=1850404&sortBy=latest
Senior Frontend Developer (React),Senior Frontend Developer React,Senior,CÔNG TY TNHH SLASIFY VIETNAM,Không yêu cầu năm kinh nghiệm,,"$ 2,000-4,000 /tháng","React, Typescript, Unit Testing, Git, Front End",https://www.vietnamworks.com/senior-frontend-developer-react-1848221-jv?source=searchResults&searchType=2&placement=1848671&sortBy=latest
(102 HCM) Kỹ Sư Phát Triển Ứng Dụng (Vb.Net),102 HCM Kỹ Sư Phát Triển Ứng Dụng Vb.Net,N/A,Công Ty TNHH R Techno Việt Nam,1 năm kinh nghiệm,"107 Đường Tân Cảng, Phường 25, Quận Bình Thạnh, TP.HCM","$ 800-1,200 /tháng","Application Development, Collaboration, Software Development, VB.NET, Visual Studio",https://www.vietnamworks.com/-102-hcm-ky-su-phat-trien-ung-dung-vb-net-1850609-jv?source=searchResults&searchType=2&placement=1850909&sortBy=latest
QC Inspector (Apparel/Accessories),QC Inspector Apparel/Accessories,N/A,Navigos Search's Client,3 năm kinh nghiệm,Hanoi,$ 700-900 /tháng,"Analytical Skills, Communication, Leadership, Problem-solving, Quality Control",https://www.vietnamworks.com/qc-inspector-apparelaccessories-1849078-jv?source=searchResults&searchType=2&placement=1849478&sortBy=latest
Web Developer,Web Developer,N/A,Pageworth Limited Company,1 năm kinh nghiệm,"Danang Software Park 02 Quang Trung Street, Thach Thang Ward, Hai Chau Dist, Danang City","$ 500-1,500 /tháng","MySQL, Node.js, .NET, C#, PHP",https://www.vietnamworks.com/web-developer--1847023-jv?source=searchResults&searchType=2&placement=1847523&sortBy=latest
Java Web Developer - Thu Nhập Upto $2000,Java Web Developer - Thu Nhập Upto $2000,N/A,Công Ty TNHH Jungdo Uit,Không yêu cầu năm kinh nghiệm,"Tầng 19 tháp A, tòa nhà Discovery Complex, số 302 Đường Cầu Giấy, P. Dịch Vọng, Q. Cầu Giấy, Hà Nội","Tới $ 2,000 /tháng","Java, Spring Boot, Hibernate, Restful Apis, GIS programming",https://www.vietnamworks.com/java-web-developer-thu-nhap-upto-2000-1847135-jv?source=searchResults&searchType=2&placement=1847635&sortBy=latest
Senior IT Engineer (Cyber Security Experienced),Senior IT Engineer Cyber Security Experienced,Senior,Unigen Vietnam Hanoi Co.Ltd,3 năm kinh nghiệm,"No. 11, Street 8, VSIP Bac Ninh, Phu Chan, Tu Son, Bac Ninh",Thương lượng,"ISO 27001, Risk Assessment, Security Infrastructure, Cyber Security, IT Operations",https://www.vietnamworks.com/senior-it-engineer-cyber-security-experienced-1848012-jv?source=searchResults&searchType=2&placement=1848462&sortBy=latest
IT Helpdesk Engineer,IT Helpdesk Engineer,N/A,Emasi Group of Bilingual International Schools,2 năm kinh nghiệm,"74 Nguyen Thi Thap Street, Binh Thuan, District 7",Thương lượng,"IT Helpdesk, IT Support, Helpdesk Management, Equipment Maintenance, CCNA",https://www.vietnamworks.com/it-helpdesk-engineer--1849170-jv?source=searchResults&searchType=2&placement=1849520&sortBy=latest
Angular Expert,Angular Expert,N/A,Navigos Search's Client,5 năm kinh nghiệm,Hanoi,"$ 3,000-3,500 /tháng","Angular, Angular, Angular, CSS, HTML, JavaScript, Typescript",https://www.vietnamworks.com/angular-expert-1848494-jv?source=searchResults&searchType=2&placement=1848944&sortBy=latest
